Rk,Name,Full_Name,Age,Tm,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,OPS+,TB,GDP,HBP,SH,SF,IBB
313,Clint Frazier,Clint Frazier,27,CHC,19,45,37,4,8,3,0,0,1,1,0,7,11,0.216,0.356,0.297,0.653,88,11,1,1,0,0,0
616,Gabriel Moreno,Gabriel Moreno,22,TOR,25,73,69,10,22,1,0,1,7,0,0,4,8,0.319,0.356,0.377,0.733,112,26,2,0,0,0,0
654,Shohei Ohtani*,Shohei Ohtani,27,LAA,157,666,586,90,160,30,6,34,95,11,9,72,161,0.273,0.356,0.519,0.875,143,304,6,5,0,3,14
392,Monte Harrison,Monte Harrison,26,LAA,9,14,11,5,2,0,0,1,3,1,0,2,8,0.182,0.357,0.455,0.812,128,5,1,1,0,0,0
496,DJ LeMahieu,DJ LeMahieu,33,NYY,125,541,467,74,122,18,0,12,46,4,3,67,71,0.261,0.357,0.377,0.734,112,176,12,4,1,2,0
55,Nolan Arenado,Nolan Arenado,31,STL,148,620,557,73,163,42,1,30,103,5,3,52,72,0.293,0.358,0.533,0.891,153,297,15,7,0,4,3
172,Triston Casas*,Triston Casas,22,BOS,27,95,76,11,15,1,0,5,12,1,0,19,23,0.197,0.358,0.408,0.766,113,31,4,0,0,0,0
237,Rafael Devers*,Rafael Devers,25,BOS,141,614,555,84,164,42,1,27,88,3,1,50,114,0.295,0.358,0.521,0.879,141,289,14,6,0,3,11
448,Eloy Jiménez,Eloy Jiménez,25,CHW,84,327,292,40,86,12,0,16,54,0,0,28,72,0.295,0.358,0.5,0.858,139,146,8,3,0,4,0
519,Nathaniel Lowe*,Nathaniel Lowe,26,TEX,157,645,593,74,179,26,3,27,76,2,2,48,147,0.302,0.358,0.492,0.851,141,292,10,4,0,0,2
942,Daniel Vogelbach*,Daniel Vogelbach,29,TOT,130,461,386,47,92,19,1,18,59,0,0,73,114,0.238,0.36,0.433,0.793,126,167,11,1,0,1,2
962,Taylor Ward,Taylor Ward,28,LAA,135,564,495,73,139,22,2,23,65,5,3,60,120,0.281,0.36,0.473,0.833,133,234,5,4,0,5,0
89,Josh Bell#,Josh Bell,29,TOT,156,647,552,78,147,29,3,17,71,0,1,81,102,0.266,0.362,0.422,0.784,128,233,22,5,0,6,4
798,Adley Rutschman#,Adley Rutschman,24,BAL,113,470,398,70,101,35,1,13,42,4,0,65,86,0.254,0.362,0.445,0.806,129,177,4,4,0,3,0
267,Joe Dunand,Joe Dunand,26,MIA,3,11,10,2,3,1,0,1,1,0,0,0,3,0.3,0.364,0.7,1.064,194,7,0,1,0,0,0
333,Dustin Garneau,Dustin Garneau,34,DET,8,11,10,1,3,1,0,0,1,0,0,1,4,0.3,0.364,0.4,0.764,123,4,0,0,0,0,0
389,Bryce Harper*,Bryce Harper,29,PHI,99,426,370,63,106,28,1,18,65,11,4,46,87,0.286,0.364,0.514,0.877,147,190,13,3,0,7,9
985,Jared Young*,Jared Young,26,CHC,6,22,19,2,5,2,0,0,0,1,0,3,7,0.263,0.364,0.368,0.732,108,7,0,0,0,0,0
127,Alex Bregman,Alex Bregman,28,HOU,155,656,548,93,142,38,0,23,93,1,2,87,77,0.259,0.366,0.454,0.82,132,249,18,11,0,10,1
208,Carlos Correa,Carlos Correa,27,MIN,136,590,522,70,152,24,1,22,64,0,1,61,121,0.291,0.366,0.467,0.834,138,244,18,3,0,4,2
526,Manny Machado,Manny Machado,29,SDP,150,644,578,100,172,37,1,32,102,9,1,63,133,0.298,0.366,0.531,0.898,158,307,12,1,0,2,10
836,Austin Slater,Austin Slater,29,SFG,125,325,277,49,73,15,2,7,34,12,1,40,89,0.264,0.366,0.408,0.774,120,113,9,6,0,2,0
155,Mark Canha,Mark Canha,33,NYM,140,542,462,71,123,24,0,13,61,3,1,48,97,0.266,0.367,0.403,0.77,122,186,3,28,0,4,1
585,Joey Meneses,Joey Meneses,30,WSN,56,240,222,33,72,14,0,13,34,1,0,15,52,0.324,0.367,0.563,0.93,165,125,13,1,0,2,2
643,Brandon Nimmo*,Brandon Nimmo,29,NYM,151,673,580,102,159,30,7,16,64,3,2,71,116,0.274,0.367,0.433,0.8,130,251,9,16,3,3,0
613,Dylan Moore,Dylan Moore,29,SEA,104,255,205,41,46,11,2,6,24,21,8,34,75,0.224,0.368,0.385,0.753,120,79,5,13,1,1,2
911,Mike Trout,Mike Trout,30,LAA,119,499,438,85,124,28,2,40,80,1,0,54,139,0.283,0.369,0.63,0.999,175,276,6,6,0,1,8
124,Michael Brantley*,Michael Brantley,35,HOU,64,277,243,28,70,14,1,5,26,1,1,31,30,0.288,0.37,0.416,0.785,124,101,1,1,1,1,2
729,Esteban Quiroz*,Esteban Quiroz,30,CHC,14,47,40,3,11,0,0,0,3,1,1,4,9,0.275,0.37,0.275,0.645,87,11,0,2,1,0,0
337,Andrés Giménez*,Andrés Giménez,23,CLE,146,557,491,66,146,26,3,17,69,20,3,34,112,0.297,0.371,0.466,0.837,141,229,9,25,4,3,4
469,Alejandro Kirk,Alejandro Kirk,23,TOR,139,541,470,59,134,19,0,14,63,0,0,63,58,0.285,0.372,0.415,0.786,127,195,11,4,0,4,2
866,Tyler Stephenson,Tyler Stephenson,25,CIN,50,183,166,24,53,9,0,6,35,1,0,12,47,0.319,0.372,0.482,0.854,129,80,4,3,0,2,0
96,Andrew Benintendi*,Andrew Benintendi,27,TOT,126,521,461,54,140,23,3,5,51,8,3,52,77,0.304,0.373,0.399,0.772,120,184,7,2,1,5,0
481,Steven Kwan*,Steven Kwan,24,CLE,147,638,563,89,168,25,7,6,52,19,5,62,60,0.298,0.373,0.4,0.772,124,225,9,7,2,4,2
604,Garrett Mitchell*,Garrett Mitchell,23,MIL,28,68,61,9,19,3,0,2,9,8,0,6,28,0.311,0.373,0.459,0.832,136,28,0,0,1,0,0
58,Luis Arraez*,Luis Arraez,25,MIN,144,603,547,88,173,31,1,8,49,4,4,50,43,0.316,0.375,0.42,0.795,128,230,6,3,0,3,2
362,Grayson Greiner,Grayson Greiner,29,ARI,2,8,6,0,1,0,0,0,0,0,0,2,3,0.167,0.375,0.167,0.542,63,1,0,0,0,0,0
650,Logan O'Hoppe,Logan O'Hoppe,22,LAA,5,16,14,1,4,0,0,0,2,0,0,2,3,0.286,0.375,0.286,0.661,91,4,0,0,0,0,0
135,Kris Bryant,Kris Bryant,30,COL,42,181,160,28,49,12,0,5,14,0,0,17,27,0.306,0.376,0.475,0.851,126,76,7,2,0,2,0
114,Xander Bogaerts,Xander Bogaerts,29,BOS,150,631,557,84,171,38,0,15,73,8,2,57,118,0.307,0.377,0.456,0.833,131,254,14,10,0,7,2
6,José Abreu,José Abreu,35,CHW,157,679,601,85,183,40,0,15,75,0,0,62,110,0.304,0.378,0.446,0.824,132,268,19,12,0,4,2
578,Jeff McNeil*,Jeff McNeil,30,NYM,148,589,533,73,174,39,1,9,62,4,0,40,61,0.326,0.382,0.454,0.836,140,242,6,11,0,5,1
677,Vinnie Pasquantino*,Vinnie Pasquantino,24,KCR,72,298,258,25,76,10,0,10,26,1,0,35,34,0.295,0.383,0.45,0.832,135,116,5,3,0,2,1
741,Rob Refsnyder,Rob Refsnyder,31,BOS,57,177,153,25,47,11,0,6,21,1,1,15,46,0.307,0.384,0.497,0.881,143,76,1,6,0,3,0
34,Jose Altuve,Jose Altuve,32,HOU,141,604,527,103,158,39,0,28,57,18,1,66,87,0.3,0.387,0.533,0.921,159,281,13,10,0,1,2
251,Brendan Donovan*,Brendan Donovan,25,STL,126,468,391,64,110,21,1,5,45,2,3,60,70,0.281,0.394,0.379,0.773,125,148,8,14,1,2,1
128,Will Brennan*,Will Brennan,24,CLE,11,45,42,6,15,1,1,1,8,2,1,2,4,0.357,0.4,0.5,0.9,159,21,0,1,0,0,1
292,Mario Feliciano,Mario Feliciano,23,MIL,2,5,4,0,1,0,0,0,0,0,0,1,1,0.25,0.4,0.25,0.65,92,1,0,0,0,0,0
456,Gosuke Katoh*,Gosuke Katoh,27,TOR,8,11,7,2,1,1,0,0,0,0,0,3,1,0.143,0.4,0.286,0.686,103,2,0,0,1,0,0
244,Yandy Díaz,Yandy Díaz,30,TBR,137,558,473,71,140,33,0,9,57,3,3,78,60,0.296,0.401,0.423,0.824,144,200,10,6,0,1,2
851,Juan Soto*,Juan Soto,23,TOT,153,664,524,93,127,25,2,27,62,6,2,135,96,0.242,0.401,0.452,0.853,148,237,12,4,0,0,6
344,Paul Goldschmidt,Paul Goldschmidt,34,STL,151,651,561,106,178,41,0,35,115,7,0,79,141,0.317,0.404,0.578,0.981,179,324,7,5,0,4,1
688,Oswald Peraza,Oswald Peraza,22,NYY,18,57,49,8,15,3,0,1,2,2,0,6,9,0.306,0.404,0.429,0.832,140,21,3,2,0,0,0
66,Ji Hwan Bae*,Ji Hwan Bae,22,PIT,10,37,33,5,11,3,0,0,6,3,0,2,6,0.333,0.405,0.424,0.83,137,14,0,2,0,0,0
38,Yordan Alvarez*,Yordan Alvarez,25,HOU,135,561,470,95,144,29,2,37,97,1,1,78,106,0.306,0.406,0.613,1.019,185,288,12,6,0,7,9
226,Jaylin Davis,Jaylin Davis,27,BOS,12,27,24,4,8,1,0,0,2,0,0,3,11,0.333,0.407,0.375,0.782,120,9,0,0,0,0,0
314,Freddie Freeman*,Freddie Freeman,32,LAD,159,708,612,117,199,47,2,21,100,13,3,84,102,0.325,0.407,0.511,0.918,154,313,6,5,0,7,12
167,Matt Carpenter*,Matt Carpenter,36,NYY,47,154,128,28,39,9,0,15,37,0,0,19,35,0.305,0.412,0.727,1.138,219,93,2,5,1,1,1
854,Livan Soto*,Livan Soto,22,LAA,18,59,55,9,22,5,1,1,9,1,1,2,13,0.4,0.414,0.582,0.996,178,32,1,0,1,1,0
453,Aaron Judge,Aaron Judge,30,NYY,157,696,570,133,177,28,0,62,131,16,3,111,175,0.311,0.425,0.686,1.111,212,391,14,6,0,5,19
163,Vinny Capra,Vinny Capra,25,TOR,8,7,5,2,1,0,0,0,0,0,0,2,1,0.2,0.429,0.2,0.629,90,1,0,0,0,0,0
842,Canaan Smith-Njigba*,Canaan Smith-Njigba,23,PIT,3,7,5,1,1,1,0,0,0,0,0,1,0,0.2,0.429,0.4,0.829,138,2,0,1,0,0,0
628,Tom Murphy,Tom Murphy,31,SEA,14,42,33,9,10,2,0,1,1,0,0,8,13,0.303,0.439,0.455,0.894,161,15,1,0,0,0,0
405,David Hensley,David Hensley,26,HOU,16,34,29,7,10,2,1,1,5,0,0,5,6,0.345,0.441,0.586,1.027,190,17,3,0,0,0,0
232,Austin Dean,Austin Dean,28,SFG,3,9,8,1,3,0,0,0,0,0,0,1,0,0.375,0.444,0.375,0.819,137,3,0,0,0,0,0
119,Sean Bouchard,Sean Bouchard,26,COL,27,97,74,9,22,6,0,3,11,0,0,21,25,0.297,0.454,0.5,0.954,156,37,1,1,0,1,0
375,Dalton Guthrie,Dalton Guthrie,26,PHI,14,28,21,3,7,0,0,1,5,1,0,6,7,0.333,0.5,0.476,0.976,181,10,0,1,0,0,0
494,Khalil Lee*,Khalil Lee,24,NYM,2,2,2,1,1,0,0,1,3,0,0,0,0,0.5,0.5,2,2.5,574,4,0,0,0,0,0
651,Brian O'Keefe,Brian O'Keefe,28,SEA,2,4,3,0,1,0,0,0,0,0,0,1,2,0.333,0.5,0.333,0.833,150,1,0,0,0,0,0
683,Liover Peguero,Liover Peguero,21,PIT,1,4,3,0,1,0,0,0,0,0,0,1,2,0.333,0.5,0.333,0.833,144,1,0,0,0,0,0
660,James Outman*,James Outman,25,LAD,4,16,13,6,6,2,0,1,3,0,0,2,7,0.462,0.563,0.846,1.409,285,11,0,1,0,0,0
515,Otto Lopez,Otto Lopez,23,TOR,8,10,9,0,6,0,0,0,3,0,1,1,1,0.667,0.7,0.667,1.367,298,6,0,0,0,0,0
910,Chadwick Tromp,Chadwick Tromp,27,ATL,1,4,4,0,3,2,0,0,3,0,0,0,0,0.75,0.75,1.25,2,446,5,0,0,0,0,0
705,Evan Phillips,Evan Phillips,27,LAD,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
